Marks,Interest,Skill,Hobby,Personality,IQ,Career,Sector
61,Tech,Coding,Gaming,Ambivert,116,Web Developer,Private
97,Tech,Coding,Sports,Extrovert,101,Web Developer,Private
61,Medical,Communication,Music,Ambivert,118,Surgeon,Private
60,Medical,Communication,Sports,Ambivert,85,Government Doctor,Public
94,Arts,Creativity,Drawing,Introvert,80,Writer,Private
82,Arts,Analysis,Sports,Extrovert,120,Animator,Private
88,Arts,Analysis,Sports,Extrovert,111,Designer,Private
53,Commerce,Communication,Sports,Introvert,100,Financial Analyst,Private
95,Arts,Communication,Gaming,Introvert,121,Animator,Private
89,Arts,Coding,Sports,Extrovert,99,Designer,Private
84,Arts,Analysis,Sports,Ambivert,104,Civil Services,Public
54,Arts,Creativity,Reading,Extrovert,105,Civil Services,Public
74,Commerce,Coding,Music,Ambivert,140,Auditor,Private
56,Arts,Creativity,Drawing,Extrovert,87,Animator,Private
67,Tech,Creativity,Sports,Ambivert,86,Government IT Officer,Public
71,Tech,Analysis,Gaming,Introvert,84,Software Engineer,Private
57,Arts,Coding,Sports,Introvert,94,Designer,Private
61,Medical,Creativity,Reading,Ambivert,124,Doctor,Private
76,Medical,Coding,Reading,Introvert,108,Nurse,Private
53,Medical,Communication,Music,Introvert,121,Doctor,Private
66,Medical,Communication,Sports,Extrovert,110,Nurse,Private
87,Arts,Analysis,Reading,Introvert,92,Writer,Private
94,Medical,Communication,Reading,Extrovert,113,Doctor,Private
68,Arts,Analysis,Reading,Introvert,105,Designer,Private
68,Commerce,Coding,Reading,Ambivert,105,Chartered Accountant,Private
88,Commerce,Creativity,Reading,Introvert,82,Bank Officer,Public
54,Arts,Coding,Music,Introvert,112,Designer,Private
50,Medical,Communication,Reading,Introvert,104,Nurse,Private
73,Commerce,Communication,Music,Introvert,80,Financial Analyst,Private
93,Tech,Creativity,Sports,Ambivert,122,Web Developer,Private
93,Arts,Communication,Reading,Ambivert,128,Animator,Private
70,Arts,Analysis,Drawing,Introvert,98,Writer,Private
99,Tech,Communication,Reading,Introvert,98,Web Developer,Private
85,Arts,Communication,Music,Extrovert,96,Animator,Private
95,Arts,Analysis,Music,Ambivert,130,Civil Services,Public
90,Commerce,Creativity,Reading,Introvert,80,Auditor,Private
93,Tech,Creativity,Music,Ambivert,118,Government IT Officer,Public
72,Arts,Creativity,Drawing,Introvert,105,Animator,Private
60,Medical,Coding,Drawing,Ambivert,82,Doctor,Private
83,Arts,Creativity,Gaming,Introvert,105,Animator,Private
90,Arts,Communication,Drawing,Introvert,108,Designer,Private
74,Tech,Coding,Sports,Introvert,120,AI Engineer,Private
100,Tech,Creativity,Reading,Extrovert,133,AI Engineer,Private
59,Commerce,Coding,Reading,Introvert,80,Chartered Accountant,Private
92,Tech,Analysis,Drawing,Extrovert,136,Government IT Officer,Public
64,Commerce,Communication,Drawing,Extrovert,125,Auditor,Private
92,Tech,Analysis,Gaming,Extrovert,139,AI Engineer,Private
100,Commerce,Creativity,Sports,Introvert,110,Auditor,Private
68,Arts,Creativity,Sports,Ambivert,83,Writer,Private
79,Medical,Creativity,Sports,Extrovert,108,Government Doctor,Public
97,Medical,Communication,Music,Extrovert,94,Surgeon,Private
64,Medical,Coding,Drawing,Extrovert,94,Nurse,Private
70,Commerce,Analysis,Drawing,Extrovert,85,Financial Analyst,Private
92,Commerce,Analysis,Music,Extrovert,137,Financial Analyst,Private
72,Medical,Analysis,Gaming,Ambivert,110,Government Doctor,Public
100,Commerce,Analysis,Sports,Extrovert,101,Chartered Accountant,Private
50,Tech,Communication,Music,Introvert,136,AI Engineer,Private
73,Medical,Communication,Music,Ambivert,89,Doctor,Private
59,Commerce,Analysis,Drawing,Ambivert,91,Bank Officer,Public
73,Commerce,Creativity,Reading,Extrovert,114,Chartered Accountant,Private
67,Medical,Communication,Gaming,Introvert,130,Nurse,Private
61,Medical,Coding,Reading,Introvert,129,Nurse,Private
97,Medical,Analysis,Gaming,Extrovert,98,Nurse,Private
59,Arts,Communication,Music,Extrovert,128,Animator,Private
68,Arts,Analysis,Gaming,Ambivert,126,Writer,Private
88,Commerce,Coding,Reading,Introvert,108,Financial Analyst,Private
63,Medical,Communication,Drawing,Ambivert,108,Surgeon,Private
91,Medical,Creativity,Music,Introvert,120,Doctor,Private
84,Arts,Analysis,Sports,Ambivert,100,Civil Services,Public
76,Medical,Coding,Drawing,Extrovert,112,Government Doctor,Public
72,Commerce,Coding,Sports,Extrovert,116,Auditor,Private
84,Arts,Analysis,Gaming,Introvert,116,Civil Services,Public
80,Commerce,Communication,Reading,Extrovert,90,Financial Analyst,Private
52,Arts,Communication,Drawing,Introvert,82,Designer,Private
53,Commerce,Creativity,Sports,Introvert,133,Chartered Accountant,Private
50,Medical,Creativity,Reading,Introvert,136,Nurse,Private
81,Medical,Coding,Music,Introvert,92,Surgeon,Private
60,Tech,Communication,Reading,Introvert,86,Software Engineer,Private
85,Tech,Coding,Music,Ambivert,115,Government IT Officer,Public
91,Medical,Coding,Sports,Introvert,127,Nurse,Private
79,Tech,Coding,Gaming,Ambivert,132,Government IT Officer,Public
51,Tech,Creativity,Gaming,Introvert,85,Software Engineer,Private
71,Tech,Creativity,Gaming,Ambivert,139,Web Developer,Private
77,Commerce,Coding,Gaming,Extrovert,93,Financial Analyst,Private
53,Medical,Creativity,Gaming,Ambivert,110,Nurse,Private
68,Commerce,Communication,Sports,Ambivert,102,Bank Officer,Public
94,Commerce,Communication,Music,Ambivert,112,Bank Officer,Public
57,Tech,Creativity,Reading,Ambivert,113,Government IT Officer,Public
74,Arts,Creativity,Drawing,Ambivert,88,Civil Services,Public
54,Medical,Communication,Sports,Extrovert,109,Government Doctor,Public
63,Medical,Creativity,Reading,Introvert,80,Surgeon,Private
83,Arts,Analysis,Sports,Introvert,113,Animator,Private
71,Commerce,Coding,Sports,Introvert,94,Financial Analyst,Private
62,Arts,Coding,Sports,Ambivert,84,Animator,Private
97,Tech,Analysis,Drawing,Ambivert,106,Web Developer,Private
90,Commerce,Analysis,Sports,Extrovert,118,Auditor,Private
64,Commerce,Creativity,Gaming,Ambivert,138,Chartered Accountant,Private
80,Commerce,Analysis,Gaming,Introvert,127,Chartered Accountant,Private
80,Medical,Communication,Drawing,Introvert,134,Government Doctor,Public
52,Commerce,Creativity,Sports,Introvert,86,Bank Officer,Public
78,Commerce,Coding,Drawing,Introvert,117,Chartered Accountant,Private
55,Medical,Creativity,Drawing,Ambivert,103,Surgeon,Private
99,Commerce,Creativity,Sports,Ambivert,92,Auditor,Private
92,Tech,Communication,Music,Introvert,98,Software Engineer,Private
95,Medical,Coding,Sports,Ambivert,94,Government Doctor,Public
80,Commerce,Creativity,Reading,Extrovert,127,Chartered Accountant,Private
72,Tech,Communication,Music,Introvert,100,AI Engineer,Private
85,Arts,Analysis,Sports,Introvert,123,Writer,Private
60,Commerce,Analysis,Sports,Ambivert,109,Bank Officer,Public
57,Arts,Coding,Reading,Extrovert,126,Civil Services,Public
52,Medical,Analysis,Drawing,Ambivert,84,Doctor,Private
98,Commerce,Creativity,Music,Ambivert,123,Chartered Accountant,Private
97,Commerce,Analysis,Reading,Introvert,124,Chartered Accountant,Private
75,Commerce,Creativity,Sports,Introvert,129,Bank Officer,Public
77,Tech,Analysis,Sports,Ambivert,97,Web Developer,Private
67,Arts,Creativity,Gaming,Ambivert,104,Animator,Private
54,Medical,Analysis,Drawing,Extrovert,87,Government Doctor,Public
80,Medical,Analysis,Reading,Introvert,101,Surgeon,Private
70,Commerce,Communication,Reading,Introvert,120,Auditor,Private
95,Tech,Coding,Sports,Extrovert,101,AI Engineer,Private
91,Commerce,Creativity,Drawing,Ambivert,83,Bank Officer,Public
85,Tech,Creativity,Drawing,Introvert,81,Web Developer,Private
52,Arts,Communication,Music,Introvert,96,Animator,Private
83,Tech,Communication,Sports,Introvert,96,Software Engineer,Private
79,Tech,Communication,Music,Introvert,115,Government IT Officer,Public
67,Tech,Coding,Sports,Ambivert,131,AI Engineer,Private
66,Commerce,Coding,Gaming,Ambivert,136,Chartered Accountant,Private
65,Tech,Coding,Reading,Extrovert,115,AI Engineer,Private
59,Commerce,Coding,Drawing,Introvert,90,Chartered Accountant,Private
85,Arts,Creativity,Reading,Extrovert,126,Animator,Private
100,Medical,Communication,Gaming,Extrovert,129,Doctor,Private
63,Medical,Communication,Drawing,Introvert,126,Surgeon,Private
76,Arts,Coding,Music,Ambivert,86,Writer,Private
51,Commerce,Analysis,Drawing,Extrovert,86,Chartered Accountant,Private
66,Arts,Creativity,Sports,Ambivert,101,Animator,Private
86,Tech,Creativity,Gaming,Introvert,133,Software Engineer,Private
83,Arts,Coding,Drawing,Ambivert,138,Designer,Private
59,Medical,Coding,Sports,Extrovert,132,Nurse,Private
85,Tech,Analysis,Reading,Ambivert,133,Government IT Officer,Public
93,Tech,Coding,Reading,Ambivert,124,Government IT Officer,Public
99,Arts,Creativity,Music,Introvert,127,Animator,Private
87,Medical,Creativity,Music,Extrovert,118,Surgeon,Private
59,Tech,Communication,Drawing,Introvert,122,Government IT Officer,Public
95,Commerce,Analysis,Reading,Ambivert,103,Financial Analyst,Private
96,Arts,Creativity,Music,Extrovert,120,Animator,Private
65,Medical,Creativity,Gaming,Ambivert,113,Government Doctor,Public
80,Arts,Creativity,Drawing,Introvert,111,Writer,Private
51,Medical,Communication,Sports,Extrovert,97,Government Doctor,Public
96,Medical,Coding,Music,Extrovert,81,Government Doctor,Public
57,Arts,Analysis,Sports,Ambivert,87,Animator,Private
63,Arts,Creativity,Sports,Extrovert,126,Animator,Private
73,Arts,Communication,Sports,Ambivert,118,Animator,Private
55,Commerce,Analysis,Sports,Introvert,132,Bank Officer,Public
51,Medical,Coding,Music,Ambivert,136,Government Doctor,Public
66,Commerce,Communication,Reading,Ambivert,115,Financial Analyst,Private
85,Medical,Coding,Sports,Introvert,90,Nurse,Private
55,Tech,Creativity,Gaming,Introvert,125,Software Engineer,Private
71,Medical,Coding,Drawing,Extrovert,84,Government Doctor,Public
61,Arts,Creativity,Drawing,Extrovert,87,Civil Services,Public
62,Medical,Analysis,Drawing,Extrovert,89,Surgeon,Private
82,Tech,Coding,Reading,Ambivert,83,Government IT Officer,Public
76,Commerce,Creativity,Gaming,Introvert,121,Auditor,Private
58,Commerce,Analysis,Music,Extrovert,81,Bank Officer,Public
76,Medical,Analysis,Reading,Ambivert,131,Government Doctor,Public
78,Tech,Communication,Sports,Introvert,116,Government IT Officer,Public
98,Arts,Analysis,Sports,Introvert,107,Animator,Private
85,Arts,Coding,Music,Extrovert,82,Writer,Private
87,Commerce,Creativity,Reading,Extrovert,92,Bank Officer,Public
95,Arts,Creativity,Reading,Extrovert,129,Designer,Private
84,Tech,Analysis,Drawing,Ambivert,117,AI Engineer,Private
60,Medical,Creativity,Sports,Extrovert,86,Government Doctor,Public
64,Tech,Analysis,Drawing,Ambivert,119,Web Developer,Private
100,Medical,Communication,Reading,Extrovert,103,Nurse,Private
94,Tech,Communication,Reading,Extrovert,130,Web Developer,Private
50,Commerce,Analysis,Gaming,Introvert,93,Chartered Accountant,Private
60,Commerce,Communication,Sports,Extrovert,118,Auditor,Private
90,Arts,Coding,Drawing,Extrovert,129,Writer,Private
80,Medical,Analysis,Drawing,Ambivert,103,Government Doctor,Public
90,Arts,Coding,Drawing,Introvert,112,Animator,Private
52,Commerce,Coding,Drawing,Ambivert,116,Financial Analyst,Private
57,Tech,Communication,Sports,Introvert,127,Software Engineer,Private
78,Tech,Coding,Sports,Ambivert,105,Government IT Officer,Public
76,Arts,Communication,Music,Extrovert,102,Writer,Private
92,Medical,Analysis,Gaming,Extrovert,140,Nurse,Private
71,Medical,Analysis,Gaming,Ambivert,139,Doctor,Private
53,Medical,Coding,Sports,Ambivert,106,Surgeon,Private
58,Commerce,Coding,Gaming,Ambivert,124,Bank Officer,Public
61,Arts,Coding,Gaming,Introvert,83,Designer,Private
53,Arts,Analysis,Sports,Ambivert,86,Animator,Private
76,Commerce,Communication,Music,Introvert,95,Auditor,Private
74,Tech,Coding,Reading,Extrovert,139,Government IT Officer,Public
51,Arts,Coding,Gaming,Extrovert,137,Designer,Private
64,Commerce,Coding,Reading,Ambivert,113,Financial Analyst,Private
65,Arts,Coding,Gaming,Extrovert,136,Civil Services,Public
80,Tech,Communication,Gaming,Ambivert,105,Web Developer,Private
80,Arts,Analysis,Gaming,Extrovert,128,Civil Services,Public
55,Commerce,Creativity,Sports,Introvert,131,Bank Officer,Public
60,Arts,Analysis,Drawing,Introvert,107,Writer,Private
88,Arts,Analysis,Music,Ambivert,139,Designer,Private
88,Medical,Communication,Gaming,Introvert,133,Government Doctor,Public
65,Commerce,Coding,Drawing,Extrovert,122,Chartered Accountant,Private
86,Tech,Analysis,Gaming,Ambivert,97,Software Engineer,Private
93,Arts,Creativity,Music,Ambivert,133,Civil Services,Public
80,Commerce,Analysis,Sports,Ambivert,116,Chartered Accountant,Private
99,Medical,Analysis,Gaming,Ambivert,121,Surgeon,Private
57,Medical,Communication,Gaming,Introvert,122,Surgeon,Private
100,Arts,Coding,Music,Introvert,137,Animator,Private
90,Commerce,Creativity,Reading,Extrovert,114,Bank Officer,Public
91,Medical,Coding,Music,Introvert,137,Doctor,Private
76,Medical,Creativity,Gaming,Extrovert,109,Nurse,Private
65,Arts,Coding,Sports,Ambivert,84,Designer,Private
51,Commerce,Analysis,Sports,Extrovert,95,Auditor,Private
58,Tech,Creativity,Sports,Ambivert,119,Web Developer,Private
89,Medical,Creativity,Music,Ambivert,99,Nurse,Private
63,Medical,Coding,Gaming,Introvert,97,Doctor,Private
84,Arts,Communication,Gaming,Ambivert,116,Writer,Private
68,Medical,Creativity,Reading,Introvert,128,Surgeon,Private
77,Commerce,Analysis,Gaming,Ambivert,88,Financial Analyst,Private
79,Arts,Creativity,Sports,Introvert,103,Civil Services,Public
78,Medical,Communication,Reading,Introvert,101,Government Doctor,Public
64,Arts,Creativity,Gaming,Ambivert,121,Writer,Private
56,Commerce,Coding,Drawing,Extrovert,103,Bank Officer,Public
71,Commerce,Coding,Drawing,Extrovert,81,Auditor,Private
94,Tech,Analysis,Reading,Extrovert,85,Government IT Officer,Public
76,Medical,Coding,Gaming,Ambivert,129,Nurse,Private
79,Arts,Creativity,Gaming,Extrovert,114,Civil Services,Public
50,Arts,Creativity,Sports,Extrovert,91,Animator,Private
50,Arts,Creativity,Music,Extrovert,135,Writer,Private
67,Medical,Coding,Gaming,Introvert,89,Doctor,Private
50,Arts,Creativity,Reading,Ambivert,93,Designer,Private
89,Tech,Analysis,Gaming,Extrovert,112,Web Developer,Private
50,Medical,Creativity,Gaming,Extrovert,92,Nurse,Private
86,Commerce,Coding,Drawing,Ambivert,105,Financial Analyst,Private
99,Tech,Communication,Drawing,Introvert,86,Government IT Officer,Public
71,Arts,Coding,Sports,Introvert,117,Designer,Private
99,Arts,Communication,Gaming,Introvert,125,Writer,Private
96,Tech,Analysis,Drawing,Ambivert,81,AI Engineer,Private
66,Commerce,Coding,Reading,Extrovert,104,Financial Analyst,Private
82,Arts,Analysis,Reading,Ambivert,94,Designer,Private
62,Tech,Communication,Music,Introvert,102,Web Developer,Private
80,Tech,Creativity,Sports,Introvert,93,Web Developer,Private
68,Tech,Communication,Music,Introvert,123,Government IT Officer,Public
91,Commerce,Analysis,Sports,Introvert,137,Bank Officer,Public
98,Arts,Analysis,Reading,Ambivert,87,Animator,Private
84,Commerce,Analysis,Music,Extrovert,89,Chartered Accountant,Private
54,Tech,Creativity,Sports,Extrovert,110,Web Developer,Private
88,Arts,Creativity,Reading,Introvert,100,Writer,Private
57,Arts,Coding,Gaming,Introvert,136,Civil Services,Public
86,Arts,Analysis,Music,Ambivert,103,Animator,Private
54,Commerce,Creativity,Gaming,Extrovert,107,Auditor,Private
73,Medical,Communication,Music,Ambivert,119,Surgeon,Private
55,Medical,Coding,Music,Introvert,134,Nurse,Private
67,Commerce,Communication,Reading,Extrovert,92,Chartered Accountant,Private
66,Arts,Creativity,Sports,Introvert,133,Civil Services,Public
99,Commerce,Creativity,Reading,Introvert,125,Financial Analyst,Private
86,Commerce,Creativity,Music,Ambivert,130,Bank Officer,Public
77,Medical,Creativity,Music,Introvert,111,Government Doctor,Public
89,Medical,Coding,Sports,Extrovert,120,Government Doctor,Public
56,Tech,Creativity,Gaming,Ambivert,80,AI Engineer,Private
55,Medical,Analysis,Drawing,Introvert,110,Doctor,Private
69,Arts,Creativity,Sports,Introvert,136,Civil Services,Public
51,Medical,Creativity,Music,Ambivert,118,Nurse,Private
63,Commerce,Creativity,Drawing,Introvert,138,Bank Officer,Public
96,Medical,Coding,Reading,Extrovert,133,Nurse,Private
72,Arts,Coding,Reading,Introvert,135,Civil Services,Public
75,Tech,Communication,Drawing,Introvert,139,Web Developer,Private
92,Arts,Coding,Sports,Ambivert,139,Animator,Private
52,Medical,Creativity,Music,Extrovert,133,Nurse,Private
90,Medical,Coding,Music,Ambivert,100,Surgeon,Private
66,Arts,Communication,Gaming,Ambivert,80,Civil Services,Public
63,Commerce,Communication,Sports,Introvert,110,Financial Analyst,Private
55,Medical,Coding,Music,Introvert,131,Nurse,Private
52,Tech,Communication,Gaming,Introvert,82,Government IT Officer,Public
88,Commerce,Communication,Sports,Extrovert,129,Chartered Accountant,Private
84,Tech,Analysis,Reading,Ambivert,93,Software Engineer,Private
98,Tech,Creativity,Music,Ambivert,121,Government IT Officer,Public
56,Arts,Creativity,Music,Introvert,83,Animator,Private
76,Tech,Coding,Drawing,Ambivert,90,AI Engineer,Private
99,Arts,Communication,Gaming,Ambivert,95,Writer,Private
73,Tech,Analysis,Gaming,Extrovert,111,AI Engineer,Private
73,Medical,Creativity,Reading,Extrovert,116,Government Doctor,Public
61,Tech,Coding,Drawing,Ambivert,100,Web Developer,Private
50,Commerce,Communication,Gaming,Ambivert,103,Auditor,Private
83,Arts,Creativity,Gaming,Extrovert,135,Designer,Private
57,Commerce,Communication,Gaming,Introvert,110,Chartered Accountant,Private
91,Commerce,Coding,Music,Ambivert,112,Chartered Accountant,Private
